fecha,producto,vendedor,ciudad,cantidad,monto
2025-03-01,Cable Utp Cat6,Carlos Pena,Medellin,7,279621.0
2025-02-07,Repetidor Mesh,Marta Ruiz,Bogota,2,123029.0
2025-03-02,Router Wifi 6,Marta Ruiz,Barranquilla,5,132849.0
2025-11-12,Cable Utp Cat6,Marta Ruiz,Barranquilla,1,466078.0
2026-05-16,Cable Utp Cat6,Carlos Pena,Medellin,3,230492.0
2025-08-28,Repetidor Mesh,Luis Gomez,Bucaramanga,6,396258.0
2026-01-31,Router Wifi 6,Luis Gomez,Bogota,5,395903.0
2025-05-14,Router Wifi 6,Carlos Pena,Cali,1,573308.0
2026-03-13,Antena Sectorial,Luis Gomez,Bucaramanga,3,187573.0
2025-09-26,Router Wifi 6,Luis Gomez,Bogota,4,190260.0
2026-05-01,Switch 24P,Marta Ruiz,Bogota,2,874955.0
2026-05-04,Router Wifi 6,Carlos Pena,Barranquilla,4,194692.0
2025-06-18,Router Wifi 6,Luis Gomez,Cali,7,62405.0
2025-06-12,Router Wifi 6,Carlos Pena,Medellin,2,109259.0
2026-02-23,Ont Fibra,Carlos Pena,Medellin,2,245921.0
2025-03-11,Antena Sectorial,Luis Gomez,Cali,4,66922.0
2026-02-07,Repetidor Mesh,Marta Ruiz,Medellin,1,106951.0
2026-03-29,Repetidor Mesh,Ana Torres,Medellin,4,127459.0
2026-03-16,Router Wifi 6,Marta Ruiz,Medellin,7,452385.0
2025-07-03,Router Wifi 6,Carlos Pena,Medellin,1,325894.0
2025-05-28,Repetidor Mesh,Carlos Pena,Bucaramanga,5,267348.0
2025-01-11,Antena Sectorial,Carlos Pena,Bucaramanga,7,429881.0
2025-11-04,Antena Sectorial,Carlos Pena,Cali,3,176996.0
2025-09-24,Ont Fibra,Carlos Pena,Bucaramanga,1,296402.0
2025-11-09,Antena Sectorial,Carlos Pena,Bogota,8,111623.0
2025-02-17,Ont Fibra,Ana Torres,Medellin,1,262450.0
2025-12-20,Antena Sectorial,Luis Gomez,Medellin,7,430894.0
2026-06-08,Router Wifi 6,Luis Gomez,Medellin,2,234756.0
2025-11-01,Ont Fibra,Luis Gomez,Cali,8,336536.0
2025-01-24,Repetidor Mesh,Marta Ruiz,Cali,1,95225.0
2025-02-22,Router Wifi 6,Carlos Pena,Bogota,3,283517.0
2025-06-08,Ont Fibra,Ana Torres,Medellin,2,422283.0
2026-06-18,Switch 24P,Luis Gomez,Barranquilla,3,239512.0
2025-06-28,Ont Fibra,Luis Gomez,Medellin,8,384292.0
2025-07-09,Cable Utp Cat6,Carlos Pena,Medellin,2,313953.0
2025-03-14,Switch 24P,Ana Torres,Bogota,5,1660853.0
2026-05-20,Repetidor Mesh,Carlos Pena,Medellin,2,410778.0
2025-03-07,Cable Utp Cat6,Marta Ruiz,Cali,3,238053.0
2026-07-08,Antena Sectorial,Carlos Pena,Bogota,8,2697666.0
2025-07-18,Ont Fibra,Marta Ruiz,Medellin,4,657068.0
2026-05-19,Ont Fibra,Luis Gomez,Medellin,6,308080.0
2025-05-18,Antena Sectorial,Ana Torres,Bogota,6,610208.0
2026-08-18,Switch 24P,Marta Ruiz,Medellin,2,436823.0
2026-03-02,Switch 24P,Ana Torres,Bogota,4,321634.0
2026-07-12,Antena Sectorial,Luis Gomez,Medellin,2,165966.0
2025-03-06,Router Wifi 6,Carlos Pena,Bucaramanga,6,506897.0
2026-04-29,Router Wifi 6,Marta Ruiz,Medellin,5,67193.0
2025-09-02,Router Wifi 6,Luis Gomez,Barranquilla,3,527387.0
2025-06-23,Cable Utp Cat6,Luis Gomez,Medellin,5,160979.0
2025-06-29,Antena Sectorial,Marta Ruiz,Bogota,5,149579.0
2025-12-27,Ont Fibra,Ana Torres,Bogota,3,225776.0
2025-12-28,Router Wifi 6,Marta Ruiz,Medellin,3,75648.0
2025-09-18,Switch 24P,Ana Torres,Medellin,1,769443.0
2026-02-17,Cable Utp Cat6,Carlos Pena,Medellin,8,46357.0
2025-08-25,Switch 24P,Marta Ruiz,Cali,2,177385.0
2025-11-17,Antena Sectorial,Luis Gomez,Cali,6,88750.0
2026-03-08,Ont Fibra,Marta Ruiz,Medellin,6,808034.0
2025-09-27,Repetidor Mesh,Carlos Pena,Medellin,6,390851.0
2026-04-27,Antena Sectorial,Luis Gomez,Bogota,3,296236.0
2025-03-03,Antena Sectorial,Ana Torres,Cali,2,303840.0
2026-04-03,Ont Fibra,Ana Torres,Bogota,8,192531.0
2026-07-04,Router Wifi 6,Carlos Pena,Bucaramanga,1,419351.0
2025-03-13,Cable Utp Cat6,Luis Gomez,Medellin,8,156934.0
2025-06-10,Router Wifi 6,Ana Torres,Medellin,8,113875.0
2025-07-19,Ont Fibra,Luis Gomez,Medellin,8,545758.0
2025-12-16,Repetidor Mesh,Luis Gomez,Medellin,8,204366.0
2026-07-05,Ont Fibra,Ana Torres,Bogota,8,242024.0
2025-11-27,Repetidor Mesh,Luis Gomez,Medellin,3,171744.0
2026-06-10,Cable Utp Cat6,Ana Torres,Bogota,4,81530.0
2025-06-12,Switch 24P,Luis Gomez,Cali,6,320615.0
2025-10-29,Repetidor Mesh,Marta Ruiz,Medellin,7,197815.0
2025-10-01,Router Wifi 6,Marta Ruiz,Barranquilla,2,170847.0
2025-01-16,Switch 24P,Carlos Pena,Cali,6,211796.0
2025-04-11,Switch 24P,Ana Torres,Medellin,1,120158.0
2025-02-27,Antena Sectorial,Marta Ruiz,Medellin,2,221819.0
2025-03-29,Cable Utp Cat6,Ana Torres,Bogota,5,63033.0
2025-03-24,Ont Fibra,Luis Gomez,Barranquilla,5,643011.0
2025-08-08,Cable Utp Cat6,Marta Ruiz,Medellin,7,212668.0
2025-10-04,Repetidor Mesh,Carlos Pena,Cali,8,538637.0
2025-05-01,Switch 24P,Luis Gomez,Bogota,2,127231.0
2026-06-28,Router Wifi 6,Ana Torres,Medellin,2,321239.0
2025-10-06,Cable Utp Cat6,Luis Gomez,Medellin,3,275820.0
2026-02-02,Ont Fibra,Marta Ruiz,Barranquilla,3,349807.0
2026-07-26,Router Wifi 6,Luis Gomez,Medellin,1,466117.0
2025-05-12,Switch 24P,Marta Ruiz,Medellin,2,657925.0
2025-03-17,Cable Utp Cat6,Carlos Pena,Medellin,8,270719.0
2025-05-25,Antena Sectorial,Luis Gomez,Bogota,4,602389.0
2025-10-16,Repetidor Mesh,Ana Torres,Bogota,8,237462.0
2026-07-13,Cable Utp Cat6,Carlos Pena,Medellin,5,384232.0
2025-03-28,Ont Fibra,Ana Torres,Cali,6,133058.0
2025-09-18,Router Wifi 6,Carlos Pena,Medellin,6,239105.0
2025-02-01,Cable Utp Cat6,Ana Torres,Bucaramanga,4,316050.0
2025-04-17,Repetidor Mesh,Ana Torres,Barranquilla,1,251096.0
2025-01-08,Repetidor Mesh,Luis Gomez,Cali,7,141239.0
2025-07-14,Ont Fibra,Luis Gomez,Cali,2,1037721.0
2026-01-09,Repetidor Mesh,Luis Gomez,Cali,2,509451.0
2025-02-03,Cable Utp Cat6,Luis Gomez,Bogota,4,94560.0
2025-07-16,Ont Fibra,Ana Torres,Bucaramanga,7,84482.0
2025-01-06,Switch 24P,Luis Gomez,Barranquilla,4,152241.0
2025-05-02,Cable Utp Cat6,Luis Gomez,Cali,5,216693.0
2025-09-17,Antena Sectorial,Ana Torres,Medellin,4,756538.0
2025-12-18,Antena Sectorial,Luis Gomez,Medellin,2,163189.0
2025-07-15,Ont Fibra,Ana Torres,Medellin,7,217450.0
2025-06-15,Repetidor Mesh,Carlos Pena,Medellin,4,344927.0
2025-07-25,Cable Utp Cat6,Luis Gomez,Bogota,5,214668.0
2025-09-28,Cable Utp Cat6,Carlos Pena,Bogota,7,460003.0
2025-12-21,Ont Fibra,Marta Ruiz,Cali,5,207174.0
2025-12-03,Repetidor Mesh,Marta Ruiz,Barranquilla,4,114496.0
2026-07-24,Antena Sectorial,Ana Torres,Medellin,3,164266.0
2025-08-18,Router Wifi 6,Luis Gomez,Barranquilla,7,1052951.0
2025-04-23,Antena Sectorial,Marta Ruiz,Bogota,5,269800.0
2025-11-19,Cable Utp Cat6,Ana Torres,Barranquilla,8,276683.0
2025-08-23,Switch 24P,Ana Torres,Medellin,3,1020641.0
2026-01-04,Cable Utp Cat6,Luis Gomez,Medellin,6,145861.0
2026-01-29,Antena Sectorial,Ana Torres,Bucaramanga,7,216307.0
2025-02-25,Switch 24P,Ana Torres,Bogota,2,253276.0
2025-03-18,Repetidor Mesh,Luis Gomez,Medellin,5,264889.0
2025-04-09,Router Wifi 6,Marta Ruiz,Medellin,4,172672.0
2025-06-17,Ont Fibra,Ana Torres,Medellin,1,319738.0
2026-04-14,Router Wifi 6,Ana Torres,Cali,5,316620.0
2025-10-28,Cable Utp Cat6,Luis Gomez,Barranquilla,4,293553.0
2025-03-13,Repetidor Mesh,Carlos Pena,Cali,2,348690.0
2025-02-04,Router Wifi 6,Carlos Pena,Medellin,1,575082.0
2025-08-31,Router Wifi 6,Luis Gomez,Medellin,7,317334.0
2025-03-27,Switch 24P,Ana Torres,Bogota,7,69454.0
2026-06-06,Repetidor Mesh,Luis Gomez,Medellin,7,678596.0
2025-08-07,Antena Sectorial,Marta Ruiz,Medellin,3,263848.0
2026-05-18,Ont Fibra,Ana Torres,Bogota,7,367265.0
2025-05-13,Ont Fibra,Carlos Pena,Cali,1,478852.0
2025-07-23,Switch 24P,Carlos Pena,Cali,2,502556.0
2026-04-02,Ont Fibra,Ana Torres,Barranquilla,8,545405.0
2026-06-24,Ont Fibra,Luis Gomez,Bogota,5,535891.0
2026-04-23,Antena Sectorial,Ana Torres,Bucaramanga,3,524479.0
2025-04-05,Cable Utp Cat6,Carlos Pena,Medellin,6,254351.0
2025-10-08,Ont Fibra,Ana Torres,Medellin,5,302155.0
2025-03-19,Repetidor Mesh,Carlos Pena,Barranquilla,4,456887.0
2025-08-14,Cable Utp Cat6,Luis Gomez,Cali,6,425530.0
2025-01-15,Ont Fibra,Ana Torres,Cali,3,108884.0
2025-06-04,Cable Utp Cat6,Ana Torres,Medellin,1,197018.0
2025-04-03,Switch 24P,Marta Ruiz,Medellin,3,796243.0
2026-04-22,Cable Utp Cat6,Ana Torres,Cali,4,327370.0
2025-09-15,Router Wifi 6,Carlos Pena,Medellin,7,143563.0
2025-12-07,Repetidor Mesh,Luis Gomez,Medellin,2,184795.0
2026-07-04,Router Wifi 6,Luis Gomez,Medellin,5,228288.0
2025-08-30,Cable Utp Cat6,Luis Gomez,Medellin,8,327707.0
2025-12-09,Ont Fibra,Carlos Pena,Bogota,8,347121.0
2025-04-11,Antena Sectorial,Luis Gomez,Bogota,6,804540.0
2026-07-09,Antena Sectorial,Ana Torres,Bogota,8,184187.0
2025-12-02,Switch 24P,Carlos Pena,Cali,6,157773.0
2025-08-10,Router Wifi 6,Ana Torres,Medellin,1,472476.0
2026-02-03,Cable Utp Cat6,Marta Ruiz,Medellin,7,565766.0
2026-04-21,Antena Sectorial,Ana Torres,Medellin,1,82733.0
2026-02-04,Repetidor Mesh,Ana Torres,Barranquilla,2,815333.0
2025-10-07,Repetidor Mesh,Ana Torres,Medellin,5,147971.0
2025-12-11,Antena Sectorial,Luis Gomez,Bogota,7,153311.0
2025-07-02,Cable Utp Cat6,Marta Ruiz,Bucaramanga,4,295457.0
2025-08-01,Repetidor Mesh,Marta Ruiz,Medellin,3,281936.0
2026-07-30,Router Wifi 6,Carlos Pena,Bucaramanga,4,351669.0
2026-02-04,Antena Sectorial,Luis Gomez,Cali,3,491995.0
2025-03-15,Cable Utp Cat6,Luis Gomez,Medellin,7,193313.0
2025-04-23,Repetidor Mesh,Carlos Pena,Bogota,4,105973.0
2026-02-22,Repetidor Mesh,Ana Torres,Cali,4,664743.0
2026-07-28,Antena Sectorial,Carlos Pena,Bogota,8,275995.0
2026-03-13,Antena Sectorial,Carlos Pena,Bogota,8,195904.0
2025-03-31,Cable Utp Cat6,Carlos Pena,Medellin,3,84036.0
2025-03-30,Antena Sectorial,Carlos Pena,Bucaramanga,7,587226.0
2025-05-17,Cable Utp Cat6,Ana Torres,Bogota,4,995271.0
2025-09-21,Switch 24P,Marta Ruiz,Bogota,2,264921.0
2025-11-11,Cable Utp Cat6,Marta Ruiz,Medellin,7,150254.0
2026-03-15,Switch 24P,Carlos Pena,Medellin,1,219664.0
2025-10-08,Ont Fibra,Marta Ruiz,Medellin,2,2309747.0
2026-01-28,Repetidor Mesh,Ana Torres,Bogota,8,141397.0
2025-07-25,Cable Utp Cat6,Carlos Pena,Bogota,6,205971.0
2025-08-06,Ont Fibra,Carlos Pena,Bogota,3,514227.0
2026-06-15,Cable Utp Cat6,Luis Gomez,Bucaramanga,5,122860.0
2026-03-27,Router Wifi 6,Carlos Pena,Medellin,7,200911.0
2025-01-30,Repetidor Mesh,Luis Gomez,Bogota,8,276863.0
2026-08-24,Cable Utp Cat6,Ana Torres,Medellin,2,458863.0
2025-10-22,Router Wifi 6,Ana Torres,Medellin,7,672738.0
2025-01-25,Repetidor Mesh,Luis Gomez,Bogota,6,209749.0
2026-05-24,Switch 24P,Carlos Pena,Bogota,3,321240.0
2025-02-16,Repetidor Mesh,Marta Ruiz,Medellin,2,196832.0
2025-12-26,Repetidor Mesh,Carlos Pena,Medellin,1,376756.0
2026-01-20,Repetidor Mesh,Carlos Pena,Medellin,8,54273.0
2026-01-17,Ont Fibra,Marta Ruiz,Bogota,7,431622.0
2025-03-20,Repetidor Mesh,Luis Gomez,Medellin,8,142540.0
2026-01-17,Router Wifi 6,Luis Gomez,Bucaramanga,3,772072.0
2026-04-12,Router Wifi 6,Luis Gomez,Barranquilla,3,346715.0
2025-04-02,Cable Utp Cat6,Marta Ruiz,Bogota,6,343957.0
2025-03-09,Router Wifi 6,Marta Ruiz,Bogota,3,476306.0
2025-11-05,Antena Sectorial,Ana Torres,Cali,2,339224.0
2025-06-11,Repetidor Mesh,Ana Torres,Cali,3,302867.0
2025-08-30,Antena Sectorial,Luis Gomez,Medellin,4,394467.0
2026-02-15,Ont Fibra,Carlos Pena,Bogota,8,233932.0
2025-05-11,Repetidor Mesh,Carlos Pena,Bogota,4,112962.0
2026-08-19,Antena Sectorial,Carlos Pena,Cali,6,361548.0
2025-06-27,Ont Fibra,Luis Gomez,Medellin,8,597630.0
2026-02-26,Ont Fibra,Luis Gomez,Medellin,7,327440.0
2026-01-13,Router Wifi 6,Ana Torres,Cali,4,499301.0
2025-08-12,Router Wifi 6,Luis Gomez,Medellin,1,275725.0
2025-05-23,Switch 24P,Marta Ruiz,Medellin,8,149774.0
2025-11-10,Antena Sectorial,Marta Ruiz,Medellin,1,154898.0
2025-08-26,Ont Fibra,Ana Torres,Medellin,1,230920.0
2025-10-30,Router Wifi 6,Ana Torres,Barranquilla,2,310218.0
2025-04-20,Ont Fibra,Ana Torres,Barranquilla,5,190341.0
2026-04-10,Ont Fibra,Ana Torres,Bogota,1,283608.0
2025-12-30,Ont Fibra,Marta Ruiz,Medellin,4,318936.0
2025-03-10,Cable Utp Cat6,Marta Ruiz,Barranquilla,3,399128.0
2025-11-24,Ont Fibra,Luis Gomez,Bogota,2,165127.0
2026-02-20,Ont Fibra,Marta Ruiz,Bogota,3,862242.0
2026-06-21,Ont Fibra,Luis Gomez,Medellin,4,508437.0
2025-05-08,Repetidor Mesh,Luis Gomez,Cali,6,768517.0
2026-08-23,Ont Fibra,Carlos Pena,Bogota,3,179305.0
2026-07-27,Router Wifi 6,Luis Gomez,Bucaramanga,3,942965.0
2025-06-02,Antena Sectorial,Marta Ruiz,Barranquilla,2,307883.0
2025-01-14,Ont Fibra,Ana Torres,Medellin,1,291703.0
2025-04-27,Router Wifi 6,Luis Gomez,Medellin,3,179833.0
2026-03-24,Ont Fibra,Carlos Pena,Cali,1,1180005.0
2025-09-22,Ont Fibra,Ana Torres,Medellin,6,128940.0
2025-03-22,Antena Sectorial,Marta Ruiz,Medellin,4,140489.0
2026-01-23,Switch 24P,Luis Gomez,Medellin,4,943360.0
2026-04-24,Ont Fibra,Ana Torres,Bucaramanga,4,293423.0
2025-01-17,Ont Fibra,Marta Ruiz,Bucaramanga,7,113574.0
2025-03-17,Switch 24P,Luis Gomez,Barranquilla,6,447096.0
2025-10-02,Ont Fibra,Luis Gomez,Bucaramanga,8,628466.0
2025-11-07,Cable Utp Cat6,Marta Ruiz,Cali,5,155405.0
2025-06-10,Router Wifi 6,Marta Ruiz,Medellin,3,630163.0
2026-01-21,Repetidor Mesh,Marta Ruiz,Bogota,8,118501.0
2025-06-08,Router Wifi 6,Ana Torres,Cali,8,417298.0
2025-06-06,Repetidor Mesh,Luis Gomez,Medellin,2,166097.0
2026-01-03,Repetidor Mesh,Marta Ruiz,Bogota,1,385367.0
2025-08-24,Cable Utp Cat6,Ana Torres,Bogota,7,166159.0
2025-11-16,Antena Sectorial,Luis Gomez,Medellin,6,169561.0
2025-08-26,Cable Utp Cat6,Marta Ruiz,Bucaramanga,5,419784.0
2026-01-07,Ont Fibra,Carlos Pena,Cali,6,545449.0
2025-08-22,Cable Utp Cat6,Carlos Pena,Barranquilla,8,347153.0
2026-02-06,Repetidor Mesh,Ana Torres,Medellin,4,172380.0
2026-04-20,Antena Sectorial,Carlos Pena,Cali,5,578196.0
2025-03-23,Cable Utp Cat6,Marta Ruiz,Bogota,8,376624.0
2025-02-19,Router Wifi 6,Marta Ruiz,Bogota,8,112809.0
2025-08-16,Repetidor Mesh,Carlos Pena,Barranquilla,1,875507.0
2026-07-28,Repetidor Mesh,Marta Ruiz,Medellin,2,799342.0
2026-07-18,Repetidor Mesh,Ana Torres,Barranquilla,4,439955.0
2025-10-23,Switch 24P,Carlos Pena,Medellin,1,348102.0
2025-01-29,Router Wifi 6,Luis Gomez,Bogota,4,583955.0
2026-03-05,Repetidor Mesh,Marta Ruiz,Bucaramanga,4,119355.0
2025-10-24,Antena Sectorial,Luis Gomez,Bogota,5,213307.0
2025-03-16,Repetidor Mesh,Carlos Pena,Bogota,3,360212.0
2025-12-24,Router Wifi 6,Luis Gomez,Cali,6,426544.0
2025-06-20,Router Wifi 6,Luis Gomez,Bogota,5,218720.0
2026-04-18,Cable Utp Cat6,Luis Gomez,Barranquilla,8,258106.0
2026-07-20,Ont Fibra,Carlos Pena,Medellin,4,278255.0
2025-10-18,Cable Utp Cat6,Marta Ruiz,Bogota,7,231620.0
2025-05-27,Repetidor Mesh,Luis Gomez,Medellin,7,332232.0
2026-03-19,Cable Utp Cat6,Marta Ruiz,Barranquilla,7,231969.0
2025-02-11,Cable Utp Cat6,Luis Gomez,Medellin,3,288271.0
2026-05-21,Router Wifi 6,Luis Gomez,Cali,6,360267.0
2026-01-24,Switch 24P,Luis Gomez,Medellin,8,275115.0
2025-04-27,Repetidor Mesh,Ana Torres,Medellin,8,333445.0
2025-07-17,Repetidor Mesh,Carlos Pena,Cali,3,1070930.0
2025-02-09,Repetidor Mesh,Marta Ruiz,Barranquilla,4,466456.0
2026-06-06,Router Wifi 6,Luis Gomez,Bogota,6,118670.0
2026-06-22,Ont Fibra,Carlos Pena,Bucaramanga,1,421281.0
2026-04-06,Ont Fibra,Luis Gomez,Medellin,3,368233.0
2025-04-15,Ont Fibra,Carlos Pena,Bogota,5,245745.0
2026-08-11,Router Wifi 6,Luis Gomez,Medellin,4,481280.0
2025-06-06,Cable Utp Cat6,Luis Gomez,Medellin,4,374080.0
2026-04-25,Antena Sectorial,Marta Ruiz,Medellin,2,106701.0
2026-03-04,Ont Fibra,Carlos Pena,Bogota,6,810638.0
2026-06-16,Cable Utp Cat6,Ana Torres,Bucaramanga,3,194824.0
2025-05-09,Ont Fibra,Carlos Pena,Bogota,3,424010.0
2026-07-10,Switch 24P,Marta Ruiz,Bogota,5,209013.0
2026-05-02,Switch 24P,Carlos Pena,Medellin,7,1678755.0
2025-05-07,Ont Fibra,Marta Ruiz,Bucaramanga,4,323237.0
2025-02-02,Router Wifi 6,Marta Ruiz,Medellin,7,319237.0
2026-03-22,Switch 24P,Carlos Pena,Medellin,6,1671556.0
2025-04-09,Ont Fibra,Luis Gomez,Bogota,1,301148.0
2026-02-27,Ont Fibra,Marta Ruiz,Cali,8,428478.0
2026-05-06,Cable Utp Cat6,Carlos Pena,Medellin,3,404431.0
2025-08-03,Repetidor Mesh,Ana Torres,Bogota,6,279205.0
2025-08-06,Repetidor Mesh,Marta Ruiz,Bogota,1,1046863.0
2026-06-09,Switch 24P,Ana Torres,Medellin,7,194078.0
2026-04-30,Antena Sectorial,Luis Gomez,Cali,7,946458.0
2025-09-19,Ont Fibra,Carlos Pena,Cali,5,502035.0
2026-08-07,Cable Utp Cat6,Luis Gomez,Medellin,3,503738.0
2025-08-11,Router Wifi 6,Marta Ruiz,Cali,3,1516679.0
2026-08-06,Router Wifi 6,Marta Ruiz,Medellin,2,431002.0
2025-04-14,Cable Utp Cat6,Luis Gomez,Medellin,3,186445.0
2026-01-06,Switch 24P,Ana Torres,Barranquilla,6,323935.0
2025-02-18,Cable Utp Cat6,Luis Gomez,Bogota,8,718297.0
2025-12-06,Cable Utp Cat6,Marta Ruiz,Medellin,1,262513.0
2025-12-01,Repetidor Mesh,Ana Torres,Bogota,4,772437.0
2025-09-01,Ont Fibra,Marta Ruiz,Bogota,6,493199.0
2026-06-05,Ont Fibra,Carlos Pena,Bogota,3,1099893.0
2025-08-10,Repetidor Mesh,Luis Gomez,Bogota,1,158656.0
2025-10-26,Ont Fibra,Ana Torres,Cali,6,235701.0
2025-12-18,Antena Sectorial,Marta Ruiz,Medellin,3,562443.0
2025-11-14,Router Wifi 6,Marta Ruiz,Medellin,7,543618.0
2026-08-05,Router Wifi 6,Ana Torres,Bogota,2,401501.0
2026-02-11,Antena Sectorial,Luis Gomez,Bogota,7,233682.0
2025-09-22,Cable Utp Cat6,Carlos Pena,Medellin,4,115766.0
2026-01-05,Antena Sectorial,Luis Gomez,Medellin,3,429562.0
2025-04-01,Repetidor Mesh,Carlos Pena,Medellin,5,559016.0
2026-04-28,Antena Sectorial,Ana Torres,Cali,1,293897.0
2025-07-20,Ont Fibra,Carlos Pena,Cali,4,388703.0
2025-07-11,Cable Utp Cat6,Marta Ruiz,Cali,1,288000.0
2026-05-30,Ont Fibra,Carlos Pena,Barranquilla,1,231725.0
2026-04-09,Switch 24P,Marta Ruiz,Bucaramanga,5,113731.0
2025-04-01,Switch 24P,Carlos Pena,Cali,1,165247.0
2026-05-29,Switch 24P,Carlos Pena,Bogota,1,421892.0
2026-08-09,Switch 24P,Ana Torres,Medellin,2,762298.0
2025-03-21,Ont Fibra,Luis Gomez,Medellin,6,318012.0
2025-10-27,Cable Utp Cat6,Luis Gomez,Bogota,5,193829.0
2025-10-15,Switch 24P,Carlos Pena,Cali,1,158049.0
2026-05-22,Router Wifi 6,Carlos Pena,Cali,1,170125.0
2025-07-03,Cable Utp Cat6,Ana Torres,Cali,7,121384.0
2025-07-31,Antena Sectorial,Marta Ruiz,Bogota,3,280529.0
2025-09-12,Repetidor Mesh,Ana Torres,Barranquilla,7,189535.0
2025-07-12,Switch 24P,Carlos Pena,Cali,8,802776.0
2025-03-31,Cable Utp Cat6,Ana Torres,Medellin,8,549356.0
2026-06-20,Antena Sectorial,Ana Torres,Bogota,8,655771.0
2025-11-03,Router Wifi 6,Ana Torres,Cali,6,716475.0
2026-03-31,Cable Utp Cat6,Ana Torres,Medellin,3,337057.0
2025-05-24,Ont Fibra,Marta Ruiz,Medellin,1,317807.0
2026-05-23,Ont Fibra,Luis Gomez,Bogota,7,2123883.0
2026-08-22,Antena Sectorial,Luis Gomez,Barranquilla,3,333649.0
2025-11-09,Switch 24P,Ana Torres,Medellin,8,802233.0
2026-06-30,Switch 24P,Luis Gomez,Bogota,5,422482.0
2025-01-31,Ont Fibra,Carlos Pena,Medellin,7,327186.0
2025-07-27,Repetidor Mesh,Carlos Pena,Medellin,6,485265.0
2026-06-07,Ont Fibra,Ana Torres,Medellin,4,310290.0
